step_time,reward,total_stopped,total_wait_time
3160.0,1.75,17,558.0
3165.0,-0.7699999999999996,16,635.0
3170.0,-0.96,21,731.0
3175.0,-0.20000000000000018,23,751.0
3180.0,0.6899999999999995,18,682.0
3185.0,0.22000000000000064,24,660.0
3190.0,-0.3000000000000007,22,690.0
3195.0,-0.11999999999999922,24,702.0
3200.0,-1.1300000000000008,27,815.0
3205.0,0.20999999999999996,23,794.0
3210.0,2.12,15,582.0
3215.0,1.63,12,419.0
3220.0,0.3300000000000005,10,386.0
3225.0,0.7199999999999998,12,314.0
3230.0,-0.13999999999999968,11,328.0
3235.0,-0.6500000000000004,18,393.0
3240.0,0.040000000000000036,13,389.0
3245.0,0.6300000000000003,9,326.0
3250.0,0.2599999999999998,9,300.0
3255.0,0.9500000000000002,11,205.0
3260.0,-0.7800000000000002,17,283.0
3265.0,-0.5299999999999998,16,336.0
3270.0,-0.56,15,392.0
3275.0,-0.7800000000000002,18,470.0
3280.0,-0.9399999999999995,19,564.0
3285.0,-0.3200000000000003,17,596.0
3290.0,-0.3799999999999999,19,634.0
3295.0,0.6399999999999997,13,570.0
3300.0,2.0,7,370.0
3305.0,0.30000000000000027,5,340.0
3310.0,0.23999999999999977,8,316.0
3315.0,0.6600000000000001,8,250.0
3320.0,1.4,3,110.0
3325.0,0.33000000000000007,3,77.0
3330.0,-0.44999999999999996,13,122.0
3335.0,-0.21999999999999997,9,144.0
3340.0,-0.21999999999999997,11,166.0
3345.0,-0.5900000000000001,12,225.0
3350.0,-0.71,16,296.0
3355.0,-0.7999999999999998,16,376.0
3360.0,-0.8700000000000001,20,463.0
3365.0,-0.5600000000000005,17,519.0
3370.0,-0.5799999999999992,17,577.0
3375.0,-0.0600000000000005,18,583.0
3380.0,-0.9399999999999995,19,677.0
3385.0,-0.8600000000000003,19,763.0
3390.0,-0.8799999999999999,19,851.0
3395.0,-0.370000000000001,19,888.0
3400.0,-1.0299999999999994,22,991.0
3405.0,-0.9900000000000002,22,1090.0
3410.0,-1.17,24,1207.0
3415.0,-1.25,25,1332.0
3420.0,0.8000000000000007,23,1252.0
3425.0,3.84,13,868.0
3430.0,3.34,9,534.0
3435.0,-0.46999999999999975,12,581.0
3440.0,-0.8700000000000001,20,668.0
