Time AverageEpRet StdEpRet MaxEpRet MinEpRet	 EpLen meanHE SDHE SDLP SDspeed	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Miles
0	-1373.9417	124.68555	-1205.3362	-1544.6892	1000.0	0.026646921	1.0172687	2.6771266	-2.4214995	4000	-1.3875962e-07	16686.707	-0.07179756	-1578.7178	5.5333734	0.0149866715	0.33975	61.0	5.3382344245910645
1	-1379.221	65.672325	-1280.5195	-1444.0875	1000.0	-6.0285187	4.374431	10.023335	-14.770221	8000	-1.2302398e-07	15216.767	-0.039750863	-3589.3682	5.515547	0.016302317	0.1825	17.0	9.618921279907227
2	-1286.9508	131.04716	-1095.8835	-1452.6019	1000.0	-22.181946	5.8120174	23.778835	-24.496944	12000	7.724762e-08	10062.204	-0.0124810105	-1522.456	5.481325	0.01797268	0.22075	4.0	13.650273561477661
3	-1239.8342	109.75655	-1059.6497	-1345.6407	1000.0	-30.821459	1.5540806	-4.9813843	-31.233349	16000	-3.963709e-08	7907.76	-0.029660342	-942.2046	5.4835186	0.018794173	0.236	12.0	17.793530464172363
4	-1217.9104	67.629875	-1119.7587	-1282.9321	1000.0	-36.77739	0.4595965	-27.85763	-36.91804	20000	-1.6158819e-07	6583.257	-0.034137465	-744.126	5.5296574	0.016157584	0.2345	14.0	21.98578429222107
5	-937.3466	70.25572	-851.0154	-1046.4907	1000.0	-41.879753	0.63437593	-24.547447	-42.043365	24000	-3.5762786e-09	2956.6108	-0.05098847	-273.13037	5.451555	0.015866816	0.26575	31.0	26.453205347061157
6	-943.9236	91.92013	-839.0624	-1086.969	1000.0	-45.233463	0.21295156	-40.905556	-45.31324	28000	-3.838539e-08	2590.0112	-0.047777407	-227.01611	5.355127	0.015414385	0.23375	28.0	31.053396463394165
7	-970.77075	132.51888	-766.5861	-1134.0444	1000.0	-48.26794	0.15637967	-44.60279	-48.32111	32000	-2.2530555e-08	2220.7395	-0.028195767	-244.95007	5.3238387	0.017206145	0.1965	13.0	35.71695590019226
8	-864.4767	65.02138	-808.3406	-974.489	1000.0	-51.47426	0.14745368	-47.58897	-51.523724	36000	-4.6491624e-09	1660.3552	-0.046658345	-127.95715	5.4002953	0.0156304	0.25825	23.0	40.23309516906738
9	-902.1189	104.529915	-788.8733	-1068.6323	1000.0	-53.927525	0.17774373	-49.293518	-53.968395	40000	-2.7418137e-09	1417.9537	-0.035765294	-125.183716	5.24269	0.015541418	0.20075	15.0	44.779043674468994
10	-854.54236	225.59123	-507.85486	-1138.308	1000.0	-56.34758	0.21422589	-49.691788	-56.40739	44000	-3.3378602e-09	1622.5455	-0.011662214	-82.30176	5.3050656	0.018903833	0.21975	4.0	49.6916606426239
11	-735.2007	85.07453	-638.71936	-822.75885	1000.0	-58.259655	0.9250454	-35.425137	-58.42774	48000	4.2438508e-08	724.60474	-0.044059895	-17.45575	5.344759	0.016839927	0.2505	20.0	54.200921058654785
12	-660.5085	90.02991	-589.1393	-813.917	1000.0	-58.79624	2.7367563	-4.012266	-59.352127	52000	-8.5830685e-09	631.8578	-0.033569053	-38.40924	5.2719893	0.015606711	0.20975	15.0	58.122933864593506
13	-722.3728	227.11333	-455.484	-1076.5884	1000.0	-56.630405	7.3754444	41.6894	-59.6423	56000	1.8715859e-08	1307.0425	-0.038203716	-82.968506	5.263169	0.015559449	0.217	17.0	62.55423069000244
14	-532.96783	46.364506	-491.77206	-609.67194	1000.0	-53.934166	12.495693	52.800827	-60.52868	60000	9.059906e-09	519.8716	-0.044476938	-175.20401	5.2435412	0.016144564	0.23	21.0	66.98689699172974
15	-549.9304	44.68017	-496.85962	-601.2626	1000.0	-48.863873	10.796538	11.917804	-60.297855	64000	-1.5735626e-08	414.14444	-0.014881392	-49.64853	5.243368	0.017966475	0.2405	5.0	71.21175932884216
16	-689.2727	151.719	-453.10138	-857.2084	1000.0	-48.14764	8.616431	4.4007397	-60.267986	68000	8.5830685e-09	909.5839	-0.04223688	-217.34442	5.2423573	0.016842162	0.2255	21.0	75.73038125038147
17	-453.34967	124.96816	-297.34122	-598.1308	1000.0	-55.25242	9.557219	29.941803	-60.877182	72000	1.4781952e-08	777.89087	-0.043532357	-288.32535	5.200131	0.016188258	0.209	21.0	80.16291213035583
18	-489.14832	43.563583	-418.681	-538.0006	1000.0	-43.101665	10.793885	25.651611	-60.339127	76000	1.3828277e-08	420.8199	-0.04132728	-69.735016	5.2498612	0.01645676	0.2225	17.0	84.72693943977356
19	-565.0844	56.174816	-485.96915	-626.2218	1000.0	-45.732048	8.132176	6.924979	-60.201847	80000	-5.722046e-09	458.7788	-0.013473883	-64.427734	5.188595	0.017463302	0.20075	5.0	88.80413603782654
20	-384.01855	24.463497	-344.89188	-405.03262	1000.0	-47.27802	7.9523044	4.3729935	-60.433487	84000	5.9604646e-09	496.04706	-0.04357795	-186.5813	5.1125774	0.01598637	0.2245	20.0	93.50563645362854
21	-432.4876	135.07256	-224.73187	-570.87415	1000.0	-36.490913	7.3851113	5.322072	-59.858677	88000	-2.0980835e-08	460.23462	-0.04046629	-58.135376	5.1082373	0.0157923	0.238	17.0	97.72747826576233
22	-450.45386	91.77368	-356.70233	-542.24286	1000.0	-38.151146	9.726865	8.247804	-59.958595	92000	3.2901763e-08	323.2228	-0.04071066	-38.886627	5.1129427	0.01710186	0.23075	19.0	101.82292413711548
