Time AverageEpRet StdEpRet MaxEpRet MinEpRet	 EpLen meanHE SDHE SDLP SDspeed	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Miles
0	-703.6805	116.05769	-565.9505	-885.4168	1000.0	-0.01712614	1.294018	3.146388	-3.110639	4000	1.502037e-08	4786.5557	-0.04928283	-783.9204	5.4982367	0.015639035	0.2405	17.0	4.734179258346558
1	-697.6889	82.92948	-558.0785	-769.50415	1000.0	-7.438645	4.8576503	9.026942	-16.332476	8000	-1.04904174e-07	3681.1018	-0.021713484	-1562.3342	5.4985	0.013762289	0.221	7.0	8.866174936294556
2	-586.8858	77.84842	-492.3168	-707.6932	1000.0	-23.352316	2.5818043	14.126704	-24.995985	12000	-2.3961068e-08	1429.6323	-0.045150552	-313.8097	5.5143046	0.015447561	0.2195	23.0	13.237549781799316
3	-550.80585	116.18159	-396.94382	-676.97107	1000.0	-29.720968	1.0648822	-10.267073	-30.117142	16000	-1.859665e-08	950.9404	-0.048950158	-149.42828	5.499769	0.016870648	0.24125	24.0	17.5768723487854
4	-562.64905	59.989742	-479.90994	-648.4623	1000.0	-33.739326	0.72631234	-16.928312	-34.045315	20000	2.5749207e-08	681.5967	-0.046558697	-110.89972	5.4958625	0.016351521	0.21025	22.0	21.848137617111206
5	-501.89783	171.64102	-327.66006	-782.51044	1000.0	-37.3299	0.452089	-26.30322	-37.53406	24000	-9.179115e-09	728.0005	-0.05639218	-48.08014	5.456404	0.015824873	0.27875	28.0	26.381776571273804
6	-556.2201	102.88218	-466.86337	-718.33997	1000.0	-24.934608	26.539873	38.92346	-39.480175	28000	5.7458877e-08	2300.067	-0.045714293	-1674.1044	5.383368	0.015702672	0.21375	19.0	30.686607122421265
7	-392.9228	116.806366	-243.58711	-531.3571	1000.0	-40.814693	2.3049002	4.304495	-41.654728	32000	-5.3167344e-08	492.50006	-0.0151193235	-42.298767	5.3931427	0.021673001	0.24025	5.0	34.96103811264038
8	-501.50333	82.214226	-380.23782	-610.5646	1000.0	-38.545277	4.884632	1.7442346	-41.05758	36000	1.1205673e-08	536.19476	-0.047415704	-32.198395	5.434632	0.017172588	0.23125	22.0	39.15370154380798
9	-411.92114	118.512276	-284.0876	-596.2428	1000.0	-40.289116	3.89801	1.9284903	-42.330143	40000	-3.6358834e-08	582.47437	-0.04465562	-66.79047	5.374665	0.016466632	0.23125	21.0	43.61864519119263
10	-372.48407	73.90948	-296.19424	-469.50317	1000.0	-34.18182	7.8726883	22.617514	-42.47647	44000	2.861023e-09	607.44135	-0.042257443	-42.262146	5.3874598	0.015730968	0.20725	19.0	48.22147226333618
11	-446.73874	128.50143	-310.6505	-621.7749	1000.0	-33.782276	8.880636	34.158585	-42.54074	48000	-4.2915342e-09	554.5816	-0.016094394	-77.012115	5.3531084	0.020201392	0.22225	6.0	52.49501705169678
12	-444.92712	164.51779	-264.78424	-710.8703	1000.0	-36.92759	7.694262	8.267909	-44.010056	52000	-1.3113022e-09	625.63904	-0.041646462	-46.269043	5.345485	0.016066346	0.203	18.0	56.56931781768799
13	-437.4333	50.6708	-377.3322	-514.12823	1000.0	-33.812702	9.735647	35.774506	-45.813416	56000	-1.4305114e-08	547.77814	-0.019356983	-64.1228	5.355566	0.01590193	0.20325	7.0	60.49077582359314
14	-404.71225	185.15622	-252.39249	-713.4052	1000.0	-34.939163	12.39478	37.91178	-46.300575	60000	-2.7656554e-08	827.47125	-0.017437503	-321.17026	5.3321705	0.0143655175	0.2235	7.0	64.73553395271301
15	-409.7654	91.92396	-275.66574	-525.1673	1000.0	-32.99739	10.80089	8.212942	-46.47118	64000	-5.0544738e-08	567.38885	-0.013736224	-71.88217	5.319823	0.023457997	0.2185	5.0	68.5489821434021
16	-460.78418	108.28733	-335.98236	-599.13226	1000.0	-37.47033	9.675399	15.228848	-47.485493	68000	-9.417534e-09	470.78006	-0.014523171	-51.590637	5.342227	0.01869622	0.24275	5.0	72.69245743751526
17	-252.23868	125.48297	-88.573654	-379.01178	1000.0	-34.243217	8.763865	2.156312	-49.03377	72000	9.059906e-09	499.05118	-0.041739944	-182.00113	5.33653	0.016685631	0.22625	18.0	77.06929302215576
18	-263.24796	43.779312	-215.18094	-322.11783	1000.0	-23.510258	9.5892315	12.633222	-48.16347	76000	1.34706495e-08	377.79724	-0.020693203	-43.797302	5.328919	0.016225215	0.21075	7.0	81.20661354064941
19	-502.77573	196.14073	-279.23837	-739.02356	1000.0	-27.541403	14.818393	24.5018	-48.482845	80000	-8.583069e-08	1081.4353	-0.020377837	-563.82874	5.296352	0.016677191	0.225	6.0	85.27519488334656
20	-158.55855	142.34142	-13.22424	-354.54303	1000.0	-32.3354	13.828794	16.634304	-51.56173	84000	-1.3947487e-08	974.68646	-0.013335861	-498.51987	5.281481	0.016033728	0.2115	6.0	90.22806882858276
21	-311.2245	178.95213	-86.14955	-586.0696	1000.0	-20.868336	17.261417	22.93356	-51.512245	88000	-2.8610229e-08	683.78925	-0.04436267	-143.36847	5.343626	0.015870795	0.20675	20.0	94.59224271774292
22	-228.63547	130.80037	-95.62513	-364.07346	1000.0	-25.495817	18.760729	26.094744	-52.358643	92000	9.536743e-09	613.261	-0.018061863	-88.781494	5.300187	0.013423014	0.1855	7.0	98.83103847503662
23	-542.511	96.531624	-431.2226	-667.37384	1000.0	-38.2035	18.494068	22.2705	-52.328728	96000	2.0980835e-08	622.8828	-0.0470542	-170.84357	5.293462	0.015561171	0.231	22.0	103.28264832496643
24	-275.2598	150.72028	-20.250751	-390.85822	1000.0	-31.901077	18.201185	7.95123	-57.130844	100000	-2.6226044e-08	729.74036	-0.01933153	-126.133606	5.2991276	0.017022803	0.251	7.0	107.49104285240173
25	-447.96393	253.57318	-191.98174	-733.65076	1000.0	-37.12496	21.843306	31.201283	-57.708122	104000	-1.0490417e-08	471.11658	-0.033614215	-64.9137	5.2569757	0.016078053	0.14775	13.0	111.45271897315979
26	-359.6792	147.98383	-169.87514	-504.6383	1000.0	-17.639017	27.853447	53.776394	-59.639675	108000	-1.2874604e-08	1565.3007	-0.012574797	-1056.4675	5.261216	0.026683912	0.273	4.0	115.45935702323914
27	-429.41522	237.82104	-77.610504	-725.40643	1000.0	-39.9808	18.822145	11.00765	-60.443676	112000	6.9141386e-09	632.4679	-0.018591575	-156.52582	5.257205	0.015331031	0.18025	7.0	119.47318482398987
